[+] Extracted 1114 Objects and 136 Joints.

--- Objects ---
ID: 0		| Type: 1		| Pos: (-69.86, 59.80, 3.84)
ID: 402		| Type: 0		| Pos: (383.83, -119.70, 3.83)
ID: 403		| Type: 200		| Pos: (385.00, -119.70, 3.83)
ID: 404		| Type: 129		| Pos: (386.33, -119.70, 3.83)
ID: 405		| Type: 0		| Pos: (387.75, -119.70, 3.83)
ID: 406		| Type: 180		| Pos: (360.75, -119.70, 3.82)
ID: 407		| Type: 129		| Pos: (363.35, -119.70, 3.82)
ID: 408		| Type: 0		| Pos: (302.31, -113.08, 3.69)
ID: 409		| Type: 180		| Pos: (329.84, -120.85, 3.69)
ID: 410		| Type: 129		| Pos: (316.03, -117.23, 3.69)
ID: 411		| Type: 0		| Pos: (344.14, -121.68, 3.69)
ID: 412		| Type: 180		| Pos: (306.89, -114.47, 3.69)
ID: 413		| Type: 129		| Pos: (334.61, -121.22, 3.69)
ID: 414		| Type: 0		| Pos: (320.60, -118.62, 3.69)
ID: 415		| Type: 180		| Pos: (348.87, -121.35, 3.69)
ID: 416		| Type: 129		| Pos: (311.46, -115.85, 3.69)
ID: 417		| Type: 0		| Pos: (339.36, -121.59, 3.69)
ID: 418		| Type: 180		| Pos: (325.17, -120.00, 3.69)
ID: 419		| Type: 129		| Pos: (353.58, -120.66, 3.69)
ID: 420		| Type: 0		| Pos: (-20.49, 44.01, 13.12)
ID: 421		| Type: 180		| Pos: (-3.54, 44.01, 13.12)
ID: 422		| Type: 129		| Pos: (1.42, 44.01, 13.12)
ID: 423		| Type: 0		| Pos: (16.91, 44.01, 13.12)
ID: 424		| Type: 180		| Pos: (6.63, 44.01, 13.12)
ID: 425		| Type: 129		| Pos: (22.20, 44.01, 13.12)
ID: 426		| Type: 0		| Pos: (12.11, 44.01, 13.12)
ID: 427		| Type: 180		| Pos: (27.70, 44.01, 13.12)
ID: 428		| Type: 129		| Pos: (-15.94, 39.52, 13.12)
ID: 429		| Type: 0		| Pos: (-15.94, 48.55, 13.12)
ID: 430		| Type: 180		| Pos: (-15.83, 48.55, 18.29)
ID: 431		| Type: 129		| Pos: (-15.80, 48.55, 24.28)
ID: 432		| Type: 0		| Pos: (-15.94, 39.52, 18.43)
ID: 433		| Type: 180		| Pos: (-8.01, 39.52, 13.12)
ID: 434		| Type: 129		| Pos: (-8.01, 48.55, 13.12)
ID: 435		| Type: 0		| Pos: (-7.90, 48.55, 18.29)
ID: 436		| Type: 180		| Pos: (-7.87, 48.55, 24.28)
ID: 437		| Type: 129		| Pos: (-8.01, 39.52, 18.43)
ID: 438		| Type: 0		| Pos: (-25.76, 44.01, 13.13)
ID: 439		| Type: 24		| Pos: (-30.67, 44.01, 13.13)
ID: 440		| Type: 128		| Pos: (-34.51, 44.01, 13.13)
ID: 441		| Type: 0		| Pos: (-43.41, 44.01, 13.13)
ID: 442		| Type: 24		| Pos: (-47.01, 44.01, 13.13)
ID: 443		| Type: 128		| Pos: (-50.62, 44.01, 13.13)
ID: 444		| Type: 0		| Pos: (-39.65, 44.01, 13.13)
ID: 445		| Type: 24		| Pos: (-43.42, 51.98, 13.11)
ID: 446		| Type: 128		| Pos: (-47.01, 51.98, 13.11)
ID: 447		| Type: 0		| Pos: (-50.62, 51.98, 13.11)
ID: 448		| Type: 24		| Pos: (-39.65, 51.98, 13.11)
ID: 449		| Type: 128		| Pos: (8.90, 29.39, 2.34)
ID: 450		| Type: 0		| Pos: (8.12, 27.85, 2.33)
ID: 451		| Type: 24		| Pos: (8.11, 28.35, 4.53)
ID: 452		| Type: 128		| Pos: (17.78, 28.35, 4.64)
ID: 453		| Type: 0		| Pos: (26.45, 28.09, 4.64)
ID: 454		| Type: 24		| Pos: (17.77, 26.03, 4.64)
ID: 455		| Type: 128		| Pos: (25.94, 25.83, 4.64)
ID: 456		| Type: 0		| Pos: (17.19, 28.27, 2.43)
ID: 457		| Type: 24		| Pos: (18.18, 28.43, 2.45)
ID: 458		| Type: 128		| Pos: (26.86, 28.08, 2.43)
ID: 459		| Type: 0		| Pos: (26.31, 28.74, 2.43)
ID: 460		| Type: 24		| Pos: (18.19, 26.63, 2.43)
ID: 461		| Type: 128		| Pos: (26.48, 26.33, 2.43)
ID: 462		| Type: 0		| Pos: (19.28, 27.65, 2.50)
ID: 463		| Type: 44		| Pos: (19.27, 27.65, 5.03)
ID: 464		| Type: 128		| Pos: (21.43, 27.65, 2.50)
ID: 465		| Type: 0		| Pos: (21.41, 27.65, 5.42)
ID: 466		| Type: 44		| Pos: (299.31, -111.24, 3.45)
ID: 467		| Type: 128		| Pos: (20.43, 32.02, 2.11)
ID: 468		| Type: 0		| Pos: (20.43, 32.02, 5.38)
ID: 469		| Type: 25		| Pos: (69.37, 7.60, 3.84)
ID: 470		| Type: 1		| Pos: (70.58, 7.73, 3.84)
ID: 471		| Type: 0		| Pos: (62.15, 2.11, 3.04)
ID: 472		| Type: 25		| Pos: (62.97, 1.35, 3.04)
ID: 473		| Type: 1		| Pos: (64.11, 0.63, 3.04)
ID: 474		| Type: 0		| Pos: (61.40, 3.15, 3.03)
ID: 475		| Type: 25		| Pos: (73.87, 9.53, 3.85)
ID: 476		| Type: 1		| Pos: (74.51, 10.39, 3.85)
ID: 477		| Type: 0		| Pos: (75.47, 14.04, 3.86)
ID: 478		| Type: 25		| Pos: (75.23, 15.27, 3.86)
ID: 479		| Type: 1		| Pos: (73.17, 18.33, 3.84)
ID: 480		| Type: 0		| Pos: (72.16, 18.93, 3.85)
ID: 481		| Type: 25		| Pos: (68.51, 19.51, 3.85)
ID: 482		| Type: 1		| Pos: (67.30, 19.18, 3.85)
ID: 483		| Type: 0		| Pos: (54.30, 9.12, 7.38)
ID: 484		| Type: 25		| Pos: (54.30, 9.12, -0.21)
ID: 485		| Type: 1		| Pos: (46.24, 9.12, 7.37)
ID: 486		| Type: 0		| Pos: (46.24, 9.12, -0.21)
ID: 487		| Type: 25		| Pos: (63.83, 9.12, 7.37)
ID: 488		| Type: 1		| Pos: (71.76, 9.12, 7.37)
ID: 489		| Type: 0		| Pos: (54.29, 13.05, 7.38)
ID: 490		| Type: 25		| Pos: (50.64, 8.04, 3.84)
ID: 491		| Type: 1		| Pos: (47.46, 9.62, 3.84)
ID: 492		| Type: 0		| Pos: (43.44, 11.60, 3.84)
ID: 493		| Type: 23		| Pos: (46.25, 13.05, 7.37)
ID: 494		| Type: 128		| Pos: (63.84, 13.05, 7.37)
ID: 495		| Type: 0		| Pos: (71.78, 13.05, 7.37)
ID: 496		| Type: 23		| Pos: (74.49, 16.99, -0.36)
ID: 497		| Type: 128		| Pos: (54.29, 16.99, 7.38)
ID: 498		| Type: 0		| Pos: (46.26, 16.99, 7.37)
ID: 499		| Type: 23		| Pos: (63.84, 16.99, 7.37)
ID: 500		| Type: 128		| Pos: (71.78, 16.99, 7.37)
ID: 501		| Type: 0		| Pos: (72.00, 20.94, -0.36)
ID: 502		| Type: 23		| Pos: (54.29, 20.94, 7.38)
ID: 503		| Type: 128		| Pos: (46.26, 20.94, 7.37)
ID: 504		| Type: 0		| Pos: (63.84, 20.94, 7.37)
ID: 505		| Type: 23		| Pos: (71.78, 20.94, 7.37)
ID: 506		| Type: 128		| Pos: (41.51, 28.01, 7.43)
ID: 507		| Type: 0		| Pos: (29.77, 28.01, 7.43)
ID: 508		| Type: 23		| Pos: (41.51, 28.01, -0.09)
ID: 509		| Type: 128		| Pos: (41.52, 36.00, 7.43)
ID: 510		| Type: 0		| Pos: (29.78, 36.00, 7.43)
ID: 511		| Type: 23		| Pos: (41.52, 36.00, -0.09)
ID: 512		| Type: 128		| Pos: (41.51, 20.00, 7.43)
ID: 513		| Type: 0		| Pos: (29.78, 20.00, 7.43)
ID: 514		| Type: 23		| Pos: (41.51, 20.00, -0.09)
ID: 515		| Type: 128		| Pos: (59.06, 20.00, 7.35)
ID: 516		| Type: 0		| Pos: (59.07, 20.00, -0.23)
ID: 517		| Type: 23		| Pos: (41.51, 12.01, 7.43)
ID: 518		| Type: 128		| Pos: (29.78, 12.01, 7.43)
ID: 519		| Type: 0		| Pos: (41.51, 12.01, -0.09)
ID: 520		| Type: 23		| Pos: (59.06, 12.01, 7.35)
ID: 521		| Type: 128		| Pos: (59.07, 12.01, -0.23)
ID: 522		| Type: 0		| Pos: (40.61, 26.09, 3.84)
ID: 523		| Type: 40		| Pos: (40.61, 27.01, 3.84)
ID: 524		| Type: 128		| Pos: (40.61, 27.98, 3.84)
ID: 525		| Type: 0		| Pos: (40.56, 28.91, 3.85)
ID: 526		| Type: 40		| Pos: (40.84, 27.32, 0.36)
ID: 527		| Type: 128		| Pos: (40.83, 27.32, 7.16)
ID: 528		| Type: 0		| Pos: (394.36, -119.28, 3.83)
ID: 529		| Type: 40		| Pos: (402.12, -119.46, 3.71)
ID: 530		| Type: 128		| Pos: (409.90, -118.98, 3.84)
ID: 531		| Type: 0		| Pos: (417.20, -118.98, 3.84)
ID: 532		| Type: 40		| Pos: (390.20, -120.33, 3.86)
ID: 533		| Type: 128		| Pos: (394.98, -120.33, 3.86)
ID: 534		| Type: 0		| Pos: (399.71, -120.33, 3.86)
ID: 535		| Type: 40		| Pos: (403.96, -120.34, 3.86)
ID: 536		| Type: 128		| Pos: (129.81, -31.02, 4.38)
ID: 537		| Type: 0		| Pos: (129.81, -31.02, 5.31)
ID: 538		| Type: 40		| Pos: (129.58, -31.00, 2.60)
ID: 539		| Type: 128		| Pos: (138.30, -23.62, 2.60)
ID: 540		| Type: 0		| Pos: (138.30, -23.62, 4.79)
ID: 541		| Type: 40		| Pos: (133.16, -25.11, 2.60)
ID: 542		| Type: 128		| Pos: (172.17, -24.30, -0.96)
ID: 543		| Type: 0		| Pos: (172.15, -24.30, -6.89)
ID: 544		| Type: 40		| Pos: (180.16, -32.25, -1.15)
ID: 545		| Type: 128		| Pos: (188.22, -40.32, 3.23)
ID: 546		| Type: 0		| Pos: (188.22, -40.32, -3.30)
ID: 547		| Type: 40		| Pos: (236.17, -64.27, -8.68)
ID: 548		| Type: 128		| Pos: (252.18, -72.28, -3.59)
ID: 549		| Type: 0		| Pos: (268.16, -80.29, -3.58)
ID: 550		| Type: 40		| Pos: (271.53, -80.30, 11.88)
ID: 551		| Type: 128		| Pos: (283.92, -79.73, -0.28)
ID: 552		| Type: 0		| Pos: (276.22, -88.30, -4.04)
ID: 553		| Type: 40		| Pos: (292.21, -104.29, -7.07)
ID: 554		| Type: 128		| Pos: (284.18, -96.33, -6.94)
ID: 555		| Type: 0		| Pos: (300.19, -112.30, -8.77)
ID: 556		| Type: 40		| Pos: (308.20, -120.29, -7.32)
ID: 557		| Type: 128		| Pos: (172.17, -24.30, 5.48)
ID: 558		| Type: 0		| Pos: (180.16, -32.25, 5.28)
ID: 559		| Type: 40		| Pos: (188.22, -40.32, 9.67)
ID: 560		| Type: 128		| Pos: (236.17, -64.27, -2.24)
ID: 561		| Type: 0		| Pos: (252.18, -72.28, 2.85)
ID: 562		| Type: 40		| Pos: (268.16, -80.29, 2.86)
ID: 563		| Type: 128		| Pos: (277.97, -80.30, 11.76)
ID: 564		| Type: 0		| Pos: (283.92, -79.73, 6.16)
ID: 565		| Type: 40		| Pos: (276.22, -88.30, 2.39)
ID: 566		| Type: 128		| Pos: (292.21, -104.29, 2.54)
ID: 567		| Type: 0		| Pos: (284.25, -96.29, 1.89)
ID: 568		| Type: 40		| Pos: (300.19, -112.30, -2.33)
ID: 569		| Type: 128		| Pos: (308.20, -120.29, -0.88)
ID: 570		| Type: 0		| Pos: (172.22, -24.30, 11.99)
ID: 571		| Type: 40		| Pos: (180.21, -32.25, 11.80)
ID: 572		| Type: 128		| Pos: (188.27, -40.32, 16.18)
ID: 573		| Type: 0		| Pos: (236.19, -64.27, 4.27)
ID: 574		| Type: 40		| Pos: (236.14, -64.27, 10.80)
ID: 575		| Type: 128		| Pos: (252.22, -72.28, 9.36)
ID: 576		| Type: 0		| Pos: (268.20, -80.29, 9.38)
ID: 577		| Type: 40		| Pos: (284.48, -80.30, 11.71)
ID: 578		| Type: 128		| Pos: (276.26, -88.30, 8.91)
ID: 579		| Type: 0		| Pos: (292.26, -104.29, 9.06)
ID: 580		| Type: 40		| Pos: (284.23, -96.33, 8.63)
ID: 581		| Type: 128		| Pos: (300.23, -112.30, 4.18)
ID: 582		| Type: 0		| Pos: (308.24, -120.29, 5.63)
ID: 583		| Type: 40		| Pos: (136.06, -25.61, 2.60)
ID: 584		| Type: 128		| Pos: (136.09, -25.65, 4.75)
ID: 585		| Type: 0		| Pos: (133.16, -25.11, 4.79)
ID: 586		| Type: 40		| Pos: (134.61, -31.47, 2.60)
ID: 587		| Type: 128		| Pos: (134.61, -31.47, 4.79)
ID: 588		| Type: 0		| Pos: (134.16, -29.82, 3.84)
ID: 589		| Type: 40		| Pos: (137.80, -29.99, 3.84)
ID: 590		| Type: 128		| Pos: (128.73, -29.82, 3.84)
ID: 591		| Type: 0		| Pos: (123.09, -29.82, 3.84)
ID: 592		| Type: 40		| Pos: (117.97, -29.82, 3.84)
ID: 593		| Type: 128		| Pos: (126.52, -31.69, 3.88)
ID: 594		| Type: 0		| Pos: (127.31, -31.33, 2.95)
ID: 595		| Type: 40		| Pos: (123.85, -31.69, 3.62)
ID: 596		| Type: 128		| Pos: (129.01, -31.44, 3.27)
ID: 597		| Type: 0		| Pos: (131.74, -31.65, 2.28)
ID: 598		| Type: 40		| Pos: (131.20, -31.32, 3.71)
ID: 599		| Type: 128		| Pos: (120.87, -31.69, 2.78)
ID: 600		| Type: 0		| Pos: (119.00, -31.69, 3.67)
ID: 601		| Type: 40		| Pos: (120.84, -31.13, 3.90)
ID: 602		| Type: 128		| Pos: (129.27, -31.65, 5.85)
ID: 603		| Type: 0		| Pos: (135.08, -31.65, 4.22)
ID: 604		| Type: 40		| Pos: (132.55, -31.65, 4.35)
ID: 605		| Type: 128		| Pos: (138.46, -31.65, 4.35)
ID: 606		| Type: 0		| Pos: (136.38, -31.39, 2.22)
ID: 607		| Type: 40		| Pos: (134.85, -31.32, 5.54)
ID: 608		| Type: 128		| Pos: (137.56, -31.28, 4.71)
ID: 609		| Type: 0		| Pos: (133.49, -31.34, 5.43)
ID: 610		| Type: 40		| Pos: (40.98, 19.05, 8.99)
ID: 611		| Type: 128		| Pos: (41.43, 11.38, 8.99)
ID: 612		| Type: 0		| Pos: (59.14, 8.69, 8.99)
ID: 613		| Type: 40		| Pos: (40.97, 19.05, 2.52)
ID: 614		| Type: 128		| Pos: (41.42, 11.38, 2.52)
ID: 615		| Type: 0		| Pos: (59.13, 8.69, 2.52)
ID: 616		| Type: 40		| Pos: (33.16, 25.75, 4.39)
ID: 617		| Type: 128		| Pos: (36.22, 20.26, 4.39)
ID: 618		| Type: 0		| Pos: (29.49, 21.44, 4.38)
ID: 619		| Type: 40		| Pos: (32.55, 15.95, 4.38)
ID: 620		| Type: 128		| Pos: (30.52, 9.83, 4.38)
ID: 621		| Type: 0		| Pos: (27.01, 24.34, 4.39)
ID: 622		| Type: 40		| Pos: (30.29, 18.85, 4.39)
ID: 623		| Type: 128		| Pos: (33.27, 25.75, 3.01)
ID: 624		| Type: 0		| Pos: (36.33, 20.26, 3.01)
ID: 625		| Type: 40		| Pos: (29.49, 21.44, 3.00)
ID: 626		| Type: 128		| Pos: (32.55, 15.95, 3.00)
ID: 627		| Type: 0		| Pos: (30.52, 9.83, 3.00)
ID: 628		| Type: 40		| Pos: (27.01, 24.34, 3.01)
ID: 629		| Type: 128		| Pos: (30.29, 18.85, 3.01)
ID: 630		| Type: 0		| Pos: (40.97, 19.05, -3.96)
ID: 631		| Type: 40		| Pos: (41.42, 11.38, -3.96)
ID: 632		| Type: 128		| Pos: (59.13, 8.69, -3.96)
ID: 633		| Type: 0		| Pos: (47.88, 14.66, 3.84)
ID: 634		| Type: 40		| Pos: (52.27, 12.75, 3.84)
ID: 635		| Type: 128		| Pos: (49.39, 13.82, 3.84)
ID: 636		| Type: 0		| Pos: (53.77, 11.91, 3.84)
ID: 637		| Type: 40		| Pos: (60.12, 8.30, 3.84)
ID: 638		| Type: 128		| Pos: (69.15, 8.08, 3.84)
ID: 639		| Type: 0		| Pos: (66.74, 11.15, 3.84)
ID: 640		| Type: 40		| Pos: (63.07, 11.15, 3.84)
ID: 641		| Type: 128		| Pos: (68.97, -0.35, 2.56)
ID: 642		| Type: 0		| Pos: (68.97, -0.35, 4.85)
ID: 643		| Type: 40		| Pos: (70.83, -6.36, 2.58)
ID: 644		| Type: 128		| Pos: (70.83, -6.36, 4.87)
ID: 645		| Type: 0		| Pos: (71.95, -3.32, 2.67)
ID: 646		| Type: 40		| Pos: (71.95, -3.32, 4.85)
ID: 647		| Type: 128		| Pos: (84.09, -2.33, 3.84)
ID: 648		| Type: 0		| Pos: (90.49, -3.28, 3.84)
ID: 649		| Type: 40		| Pos: (96.99, -3.28, 3.84)
ID: 650		| Type: 128		| Pos: (74.11, -9.35, 2.56)
ID: 651		| Type: 0		| Pos: (74.11, -9.35, 4.85)
ID: 652		| Type: 40		| Pos: (71.21, -15.35, 2.62)
ID: 653		| Type: 128		| Pos: (71.21, -15.35, 4.91)
ID: 654		| Type: 0		| Pos: (77.40, -12.34, 2.56)
ID: 655		| Type: 40		| Pos: (77.40, -12.34, 4.85)
ID: 656		| Type: 128		| Pos: (105.03, -3.29, 0.45)
ID: 657		| Type: 0		| Pos: (99.06, -4.88, 0.45)
ID: 658		| Type: 40		| Pos: (92.62, -4.88, 0.45)
ID: 659		| Type: 128		| Pos: (110.98, -5.92, 0.45)
ID: 660		| Type: 0		| Pos: (110.99, -5.92, 7.25)
ID: 661		| Type: 40		| Pos: (110.99, -4.15, 0.45)
ID: 662		| Type: 128		| Pos: (111.00, -4.15, 7.25)
ID: 663		| Type: 0		| Pos: (98.71, -3.94, 3.84)
ID: 664		| Type: 40		| Pos: (98.71, -4.56, 3.84)
ID: 665		| Type: 128		| Pos: (92.97, -3.83, 3.84)
ID: 666		| Type: 0		| Pos: (92.97, -4.41, 3.84)
ID: 667		| Type: 40		| Pos: (113.97, -7.06, 3.84)
ID: 668		| Type: 128		| Pos: (99.06, -5.12, 7.36)
ID: 669		| Type: 0		| Pos: (92.62, -5.12, 7.36)
ID: 670		| Type: 40		| Pos: (105.03, -7.27, 0.45)
ID: 671		| Type: 128		| Pos: (105.03, -3.29, 7.24)
ID: 672		| Type: 0		| Pos: (70.87, -12.34, 2.56)
ID: 673		| Type: 40		| Pos: (70.87, -12.34, 4.85)
ID: 674		| Type: 128		| Pos: (77.89, -13.24, 2.56)
ID: 675		| Type: 0		| Pos: (77.89, -13.24, 4.85)
ID: 676		| Type: 40		| Pos: (107.98, -6.34, 0.45)
ID: 677		| Type: 128		| Pos: (113.95, -7.11, 0.45)
ID: 678		| Type: 0		| Pos: (113.96, -7.11, 7.25)
ID: 679		| Type: 40		| Pos: (107.98, -6.34, 7.24)
ID: 680		| Type: 128		| Pos: (102.04, -6.34, 0.45)
ID: 681		| Type: 0		| Pos: (100.35, -6.34, 0.45)
ID: 682		| Type: 40		| Pos: (96.07, -7.93, 0.45)
ID: 683		| Type: 128		| Pos: (89.66, -7.93, 0.45)
ID: 684		| Type: 0		| Pos: (96.07, -8.09, 7.36)
ID: 685		| Type: 40		| Pos: (89.66, -8.09, 7.36)
ID: 686		| Type: 128		| Pos: (96.08, -14.43, 0.43)
ID: 687		| Type: 0		| Pos: (89.66, -14.43, 0.43)
ID: 688		| Type: 40		| Pos: (96.08, -14.43, 7.35)
ID: 689		| Type: 128		| Pos: (89.66, -14.43, 7.35)
ID: 690		| Type: 0		| Pos: (102.04, -6.34, 7.24)
ID: 691		| Type: 40		| Pos: (82.42, -4.94, 3.88)
ID: 692		| Type: 128		| Pos: (85.68, -5.85, 3.88)
ID: 693		| Type: 0		| Pos: (82.42, -11.47, 3.88)
ID: 694		| Type: 40		| Pos: (85.68, -12.38, 3.88)
ID: 695		| Type: 128		| Pos: (77.44, -6.71, 13.19)
ID: 696		| Type: 0		| Pos: (77.55, -6.71, 19.26)
ID: 697		| Type: 40		| Pos: (77.58, -3.40, 19.26)
ID: 698		| Type: 128		| Pos: (77.55, -1.38, 19.26)
ID: 699		| Type: 0		| Pos: (77.44, -4.14, 13.19)
ID: 700		| Type: 40		| Pos: (77.44, -1.67, 13.19)
ID: 701		| Type: 128		| Pos: (80.45, -6.71, 13.19)
ID: 702		| Type: 0		| Pos: (80.56, -6.71, 19.26)
ID: 703		| Type: 40		| Pos: (80.58, -3.40, 19.26)
ID: 704		| Type: 128		| Pos: (80.56, -1.38, 19.26)
ID: 705		| Type: 0		| Pos: (80.45, -4.14, 13.19)
ID: 706		| Type: 40		| Pos: (80.45, -1.67, 13.19)
ID: 707		| Type: 128		| Pos: (83.46, -6.71, 13.19)
ID: 708		| Type: 0		| Pos: (83.57, -6.71, 19.26)
ID: 709		| Type: 40		| Pos: (83.59, -3.40, 19.26)
ID: 710		| Type: 128		| Pos: (83.56, -1.38, 19.26)
ID: 711		| Type: 0		| Pos: (83.46, -4.14, 13.19)
ID: 712		| Type: 40		| Pos: (83.46, -1.67, 13.19)
ID: 713		| Type: 128		| Pos: (86.45, -6.71, 13.19)
ID: 714		| Type: 0		| Pos: (86.55, -6.71, 19.26)
ID: 715		| Type: 40		| Pos: (86.58, -3.40, 19.26)
ID: 716		| Type: 128		| Pos: (86.55, -1.38, 19.26)
ID: 717		| Type: 0		| Pos: (86.45, -4.14, 13.19)
ID: 718		| Type: 40		| Pos: (86.45, -1.67, 13.19)
ID: 719		| Type: 128		| Pos: (89.46, -6.71, 13.19)
ID: 720		| Type: 0		| Pos: (89.57, -6.71, 19.26)
ID: 721		| Type: 40		| Pos: (89.59, -3.40, 19.26)
ID: 722		| Type: 128		| Pos: (89.56, -1.38, 19.26)
ID: 723		| Type: 0		| Pos: (89.46, -4.14, 13.19)
ID: 724		| Type: 40		| Pos: (89.46, -1.67, 13.19)
ID: 725		| Type: 128		| Pos: (92.48, -6.71, 13.19)
ID: 726		| Type: 0		| Pos: (92.58, -6.71, 19.26)
ID: 727		| Type: 40		| Pos: (92.61, -3.40, 19.26)
ID: 728		| Type: 128		| Pos: (92.58, -1.38, 19.26)
ID: 729		| Type: 0		| Pos: (92.48, -4.14, 13.19)
ID: 730		| Type: 40		| Pos: (92.48, -1.67, 13.19)
ID: 731		| Type: 128		| Pos: (95.50, -6.71, 13.19)
ID: 732		| Type: 0		| Pos: (95.60, -6.71, 19.26)
ID: 733		| Type: 40		| Pos: (95.63, -3.40, 19.26)
ID: 734		| Type: 128		| Pos: (95.60, -1.38, 19.26)
ID: 735		| Type: 0		| Pos: (95.50, -4.14, 13.19)
ID: 736		| Type: 40		| Pos: (95.50, -1.67, 13.19)
ID: 737		| Type: 128		| Pos: (98.53, -6.71, 13.19)
ID: 738		| Type: 0		| Pos: (98.63, -6.71, 19.26)
ID: 739		| Type: 40		| Pos: (98.66, -3.40, 19.26)
ID: 740		| Type: 128		| Pos: (98.63, -1.38, 19.26)
ID: 741		| Type: 0		| Pos: (98.53, -4.14, 13.19)
ID: 742		| Type: 40		| Pos: (98.53, -1.67, 13.19)
ID: 743		| Type: 128		| Pos: (108.53, -3.99, 13.04)
ID: 744		| Type: 0		| Pos: (101.14, -3.99, 11.56)
ID: 745		| Type: 40		| Pos: (106.94, -3.99, 11.56)
ID: 746		| Type: 128		| Pos: (104.00, -3.99, 11.56)
ID: 747		| Type: 0		| Pos: (115.48, -3.99, 13.04)
ID: 748		| Type: 40		| Pos: (108.66, -3.83, 19.21)
ID: 749		| Type: 128		| Pos: (108.66, -3.83, 26.66)
ID: 750		| Type: 0		| Pos: (115.50, -3.83, 19.21)
ID: 751		| Type: 40		| Pos: (115.50, -3.83, 26.66)
ID: 752		| Type: 128		| Pos: (115.60, -20.01, 0.19)
ID: 753		| Type: 0		| Pos: (115.55, -20.01, -6.67)
ID: 754		| Type: 40		| Pos: (115.64, -20.01, 10.71)
ID: 755		| Type: 128		| Pos: (115.63, -20.01, -3.29)
ID: 756		| Type: 0		| Pos: (115.59, -20.01, -10.14)
ID: 757		| Type: 40		| Pos: (115.56, -20.01, 7.46)
ID: 758		| Type: 128		| Pos: (126.78, -12.60, 2.88)
ID: 759		| Type: 0		| Pos: (131.70, -8.28, 2.88)
ID: 760		| Type: 40		| Pos: (127.02, -9.30, 2.88)
ID: 761		| Type: 128		| Pos: (126.80, -12.60, 4.61)
ID: 762		| Type: 0		| Pos: (131.71, -8.28, 4.61)
ID: 763		| Type: 40		| Pos: (127.03, -9.30, 4.61)
ID: 764		| Type: 128		| Pos: (151.79, -22.43, 3.84)
ID: 765		| Type: 0		| Pos: (141.95, -22.43, 3.84)
ID: 766		| Type: 40		| Pos: (165.88, -23.40, 2.87)
ID: 767		| Type: 128		| Pos: (152.81, -20.05, 3.84)
ID: 768		| Type: 0		| Pos: (137.68, -19.58, 3.84)
ID: 769		| Type: 40		| Pos: (167.35, -21.24, 3.84)
ID: 770		| Type: 128		| Pos: (151.85, -23.76, 1.95)
ID: 771		| Type: 0		| Pos: (142.02, -23.76, 1.95)
ID: 772		| Type: 40		| Pos: (151.85, -23.76, 5.93)
ID: 773		| Type: 128		| Pos: (142.02, -23.76, 5.93)
ID: 774		| Type: 0		| Pos: (154.88, -23.73, 1.66)
ID: 775		| Type: 40		| Pos: (145.05, -23.73, 1.66)
ID: 776		| Type: 128		| Pos: (148.71, -23.76, 1.86)
ID: 777		| Type: 0		| Pos: (165.27, -23.72, 0.03)
ID: 778		| Type: 40		| Pos: (164.99, -23.72, 2.19)
ID: 779		| Type: 128		| Pos: (165.27, -23.72, 3.98)
ID: 780		| Type: 0		| Pos: (158.67, -20.03, 13.23)
ID: 781		| Type: 40		| Pos: (151.98, -16.77, 12.13)
ID: 782		| Type: 128		| Pos: (160.01, -16.77, 12.13)
ID: 783		| Type: 0		| Pos: (150.39, -21.40, 13.33)
ID: 784		| Type: 40		| Pos: (155.37, -21.40, 13.35)
ID: 785		| Type: 128		| Pos: (149.63, -23.42, 17.08)
ID: 786		| Type: 0		| Pos: (157.27, -23.33, 17.39)
ID: 787		| Type: 40		| Pos: (161.39, -23.42, 18.61)
ID: 788		| Type: 128		| Pos: (167.63, -23.42, 10.62)
ID: 789		| Type: 0		| Pos: (157.81, -23.39, 11.69)
ID: 790		| Type: 40		| Pos: (164.80, -23.42, 8.82)
ID: 791		| Type: 128		| Pos: (150.00, -23.41, 16.38)
ID: 792		| Type: 0		| Pos: (157.18, -23.32, 16.60)
ID: 793		| Type: 40		| Pos: (161.85, -23.41, 17.97)
ID: 794		| Type: 128		| Pos: (168.09, -23.41, 9.98)
ID: 795		| Type: 0		| Pos: (157.08, -23.38, 11.39)
ID: 796		| Type: 40		| Pos: (164.38, -23.41, 9.48)
ID: 797		| Type: 128		| Pos: (149.93, -23.42, 15.54)
ID: 798		| Type: 0		| Pos: (156.65, -23.33, 15.95)
ID: 799		| Type: 40		| Pos: (161.90, -23.42, 17.14)
ID: 800		| Type: 128		| Pos: (168.14, -23.42, 9.14)
ID: 801		| Type: 0		| Pos: (156.26, -23.39, 11.53)
ID: 802		| Type: 40		| Pos: (164.38, -23.42, 10.32)
ID: 803		| Type: 128		| Pos: (150.81, -23.42, 15.90)
ID: 804		| Type: 0		| Pos: (157.58, -23.33, 15.75)
ID: 805		| Type: 40		| Pos: (162.72, -23.42, 17.62)
ID: 806		| Type: 128		| Pos: (168.96, -23.42, 9.62)
ID: 807		| Type: 0		| Pos: (156.54, -23.39, 10.62)
ID: 808		| Type: 40		| Pos: (163.53, -23.42, 9.89)
ID: 809		| Type: 128		| Pos: (150.38, -22.85, 15.92)
ID: 810		| Type: 0		| Pos: (157.24, -22.76, 16.01)
